h3_cell,CreationDate,when_did_you_lose_water,when_did_you_regain_water,to_what_extent_did_you_lose_wat
892a8d9b557ffff,2025-01-09T17:29:29+00:00,2025-01-06T22:30:00+00:00,2025-01-08T17:00:00+00:00,Fully lost water
892a8d9a22fffff,2025-01-09T17:30:15+00:00,2025-01-06T22:15:00+00:00,2025-01-09T15:00:00+00:00,Fully lost water
892a8d9a34bffff,2025-01-09T17:30:29+00:00,2025-01-06T20:00:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9ae2bffff,2025-01-09T17:30:32+00:00,2025-01-07T17:30:00+00:00,2025-01-08T22:30:00+00:00,Down to just a trickle
892a8d9ae83ffff,2025-01-09T17:30:39+00:00,,,Water pressure was reduced
892a8d9aeafffff,2025-01-09T17:32:10+00:00,,,Water pressure was reduced
892a8d99393ffff,2025-01-09T17:32:23+00:00,,,"Not at all, flow was normal"
892aab6cc43ffff,2025-01-09T17:32:36+00:00,,,"Not at all, flow was normal"
892a8d9a20fffff,2025-01-09T17:32:58+00:00,2025-01-06T17:32:00+00:00,2025-01-08T20:32:00+00:00,Fully lost water
892a8d91acfffff,2025-01-09T17:34:19+00:00,2025-01-07T17:29:00+00:00,,Water pressure was reduced
892a8d9a23bffff,2025-01-09T17:34:22+00:00,2025-01-06T20:33:00+00:00,2025-01-09T12:45:00+00:00,Fully lost water
892a8d9a54bffff,2025-01-09T17:34:49+00:00,2025-01-06T23:33:00+00:00,2025-01-09T17:33:00+00:00,Down to just a trickle
892a8d9804bffff,2025-01-09T17:35:09+00:00,2025-01-07T01:34:00+00:00,2025-01-08T02:35:00+00:00,Fully lost water
892a8d9960fffff,2025-01-09T17:35:23+00:00,,,"Not at all, flow was normal"
892a8d994bbffff,2025-01-09T17:37:37+00:00,2025-01-07T23:00:00+00:00,2025-01-08T17:00:00+00:00,Water pressure was reduced
892a8d9a453ffff,2025-01-09T17:37:51+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9a29bffff,2025-01-09T17:38:02+00:00,2025-01-06T20:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9aadbffff,2025-01-09T17:39:11+00:00,2025-01-08T01:38:00+00:00,2025-01-08T12:38:00+00:00,Fully lost water
892a8d9ac57ffff,2025-01-09T17:39:16+00:00,2025-01-07T17:38:00+00:00,2025-01-08T17:38:00+00:00,Down to just a trickle
892a8d9a3a3ffff,2025-01-09T17:40:39+00:00,2025-01-07T17:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a277ffff,2025-01-09T17:41:26+00:00,2025-01-07T19:40:00+00:00,2025-01-09T14:41:00+00:00,Fully lost water
892a8d9a2d3ffff,2025-01-09T17:41:26+00:00,2025-01-06T19:00:00+00:00,2025-01-09T17:00:00+00:00,Fully lost water
892a8d9b0dbffff,2025-01-09T17:41:29+00:00,2025-01-07T00:00:00+00:00,2025-01-09T14:00:00+00:00,Fully lost water
892a8d9a22bffff,2025-01-09T17:41:41+00:00,2025-01-06T21:45:00+00:00,2025-01-09T05:45:00+00:00,Fully lost water
892a8d9a387ffff,2025-01-09T17:42:10+00:00,2025-01-06T19:00:00+00:00,2025-01-09T01:20:00+00:00,Down to just a trickle
892aab64c97ffff,2025-01-09T17:42:41+00:00,2025-01-07T21:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a633ffff,2025-01-09T17:42:59+00:00,2025-01-06T21:40:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9ae03ffff,2025-01-09T17:43:38+00:00,2025-01-07T03:30:00+00:00,2025-01-07T19:40:00+00:00,Down to just a trickle
892a8d9a25bffff,2025-01-09T17:43:57+00:00,2025-01-07T12:43:00+00:00,2025-01-08T15:43:00+00:00,Down to just a trickle
892a8d9901bffff,2025-01-09T17:44:46+00:00,,,"Not at all, flow was normal"
892a8d9122fffff,2025-01-09T17:44:50+00:00,2025-01-06T20:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a143ffff,2025-01-09T17:44:53+00:00,2025-01-06T20:30:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9b637ffff,2025-01-09T17:44:55+00:00,2025-01-06T23:30:00+00:00,2025-01-08T20:30:00+00:00,Fully lost water
892a8d9a437ffff,2025-01-09T17:45:02+00:00,2025-01-07T05:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892aab6c1b7ffff,2025-01-09T17:45:07+00:00,,,"Not at all, flow was normal"
892a8d985c3ffff,2025-01-09T17:45:18+00:00,2025-01-06T22:30:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892a8d81607ffff,2025-01-09T17:45:44+00:00,,,"Not at all, flow was normal"
892a8d9a3c7ffff,2025-01-09T17:46:35+00:00,2025-01-06T19:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9aacfffff,2025-01-09T17:46:45+00:00,2025-01-06T23:00:00+00:00,2025-01-09T12:00:00+00:00,Down to just a trickle
892a8d9a20fffff,2025-01-09T17:48:00+00:00,2025-01-07T02:00:00+00:00,2025-01-08T20:47:00+00:00,Fully lost water
892a8d985a7ffff,2025-01-09T17:48:00+00:00,2025-01-06T22:00:00+00:00,2025-01-08T22:00:00+00:00,Down to just a trickle
892a8d9b4a7ffff,2025-01-09T17:49:10+00:00,,,"Not at all, flow was normal"
892a8d9841bffff,2025-01-09T17:49:12+00:00,2025-01-06T19:48:00+00:00,2025-01-09T12:49:00+00:00,Down to just a trickle
892a8d9ae0bffff,2025-01-09T17:49:13+00:00,,,Water pressure was reduced
892a8d98b9bffff,2025-01-09T17:49:58+00:00,2025-01-06T23:00:00+00:00,2025-01-09T17:00:00+00:00,Water pressure was reduced
892a8d9a3afffff,2025-01-09T17:50:11+00:00,2025-01-07T17:48:00+00:00,2025-01-09T05:00:00+00:00,Down to just a trickle
892a8d9a55bffff,2025-01-09T17:50:48+00:00,2025-01-07T04:49:00+00:00,2025-01-09T04:50:00+00:00,Fully lost water
892a8d9b563ffff,2025-01-09T17:53:09+00:00,2025-01-07T01:00:00+00:00,2025-01-08T11:00:00+00:00,Fully lost water
892a8d9a3bbffff,2025-01-09T17:54:23+00:00,2025-01-07T05:50:00+00:00,2025-01-09T15:30:00+00:00,Fully lost water
892a8d985a7ffff,2025-01-09T17:54:39+00:00,,,Water pressure was reduced
892a8d9a42bffff,2025-01-09T17:55:44+00:00,2025-01-06T22:00:00+00:00,,Down to just a trickle
892a8d9a223ffff,2025-01-09T17:56:54+00:00,2025-01-06T21:30:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892a8d9a203ffff,2025-01-09T17:57:44+00:00,2025-01-06T20:15:00+00:00,2025-01-08T22:20:00+00:00,Fully lost water
892a8d9a39bffff,2025-01-09T17:58:23+00:00,2025-01-06T17:55:00+00:00,2025-01-08T17:58:00+00:00,Fully lost water
892a8d98dc3ffff,2025-01-09T17:59:24+00:00,,,Water pressure was reduced
892a8d9aeafffff,2025-01-09T18:00:06+00:00,,,"Not at all, flow was normal"
892aab65abbffff,2025-01-09T18:00:31+00:00,,,"Not at all, flow was normal"
892aab65993ffff,2025-01-09T18:00:36+00:00,,,"Not at all, flow was normal"
892a8d9b5afffff,2025-01-09T18:00:44+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d98003ffff,2025-01-09T18:01:44+00:00,2025-01-06T23:15:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9808fffff,2025-01-09T18:02:48+00:00,2025-01-07T00:00:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892a8d9a353ffff,2025-01-09T18:03:38+00:00,2025-01-06T20:02:00+00:00,2025-01-09T12:03:00+00:00,Fully lost water
892a8d9b0cbffff,2025-01-09T18:04:19+00:00,2025-01-06T18:03:00+00:00,2025-01-08T21:03:00+00:00,Fully lost water
892a8d9a3a3ffff,2025-01-09T18:08:23+00:00,2025-01-07T04:07:00+00:00,2025-01-08T20:07:00+00:00,Fully lost water
892aab65903ffff,2025-01-09T18:08:29+00:00,2025-01-06T20:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9ae0fffff,2025-01-09T18:09:04+00:00,,,Water pressure was reduced
892a8d9b4abffff,2025-01-09T18:09:08+00:00,2025-01-07T21:30:00+00:00,,Water pressure was reduced
892a8d9a287ffff,2025-01-09T18:09:33+00:00,,,"Not at all, flow was normal"
892a8d9a20bffff,2025-01-09T18:09:35+00:00,2025-01-06T21:30:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9a3b7ffff,2025-01-09T18:10:28+00:00,2025-01-07T11:00:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892a8d9a077ffff,2025-01-09T18:10:43+00:00,2025-01-06T21:30:00+00:00,2025-01-09T12:10:00+00:00,Down to just a trickle
892a8d9a4afffff,2025-01-09T18:11:01+00:00,2025-01-07T15:10:00+00:00,,Fully lost water
892a8d9a897ffff,2025-01-09T18:12:57+00:00,,,Water pressure was reduced
892a8d9a14fffff,2025-01-09T18:13:08+00:00,2025-01-06T18:12:00+00:00,2025-01-09T18:13:00+00:00,Fully lost water
892a8d9a0afffff,2025-01-09T18:13:46+00:00,2025-01-06T21:00:00+00:00,2025-01-09T12:00:00+00:00,Down to just a trickle
892a8d9a61bffff,2025-01-09T18:13:55+00:00,2025-01-07T04:30:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a003ffff,2025-01-09T18:15:18+00:00,2025-01-06T22:14:00+00:00,2025-01-08T23:15:00+00:00,Down to just a trickle
892aab65c2fffff,2025-01-09T18:15:20+00:00,,,"Not at all, flow was normal"
892a8d9b50bffff,2025-01-09T18:15:52+00:00,2025-01-07T00:00:00+00:00,2025-01-08T17:00:00+00:00,Fully lost water
892a8d9ae7bffff,2025-01-09T18:16:02+00:00,2025-01-06T22:30:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9815bffff,2025-01-09T18:16:40+00:00,2025-01-07T02:30:00+00:00,2025-01-08T05:00:00+00:00,Fully lost water
892a8d9a0d3ffff,2025-01-09T18:17:14+00:00,2025-01-07T11:00:00+00:00,2025-01-08T19:40:00+00:00,Fully lost water
892a8d9a4b7ffff,2025-01-09T18:17:22+00:00,2025-01-06T20:15:00+00:00,2025-01-08T12:15:00+00:00,Fully lost water
892a8d9b6b3ffff,2025-01-09T18:17:35+00:00,,,"Not at all, flow was normal"
892a8d99017ffff,2025-01-09T18:17:37+00:00,,,Water pressure was reduced
892a8d985c7ffff,2025-01-09T18:17:39+00:00,2025-01-07T01:17:00+00:00,2025-01-09T02:17:00+00:00,Fully lost water
892a8d9a04fffff,2025-01-09T18:18:33+00:00,2025-01-07T08:00:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892a8d9a36fffff,2025-01-09T18:18:47+00:00,2025-01-07T02:24:00+00:00,2025-01-09T18:18:00+00:00,Down to just a trickle
892aab6cc43ffff,2025-01-09T18:20:18+00:00,,,"Not at all, flow was normal"
892a8d981cfffff,2025-01-09T18:21:05+00:00,2025-01-07T03:00:00+00:00,2025-01-08T20:00:00+00:00,Down to just a trickle
892a8d9a247ffff,2025-01-09T18:21:48+00:00,2025-01-06T18:20:00+00:00,2025-01-08T18:20:00+00:00,Fully lost water
892a8d9a22bffff,2025-01-09T18:21:56+00:00,2025-01-06T19:30:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9a13bffff,2025-01-09T18:21:58+00:00,2025-01-06T18:21:00+00:00,,Fully lost water
892a8d9a2d3ffff,2025-01-09T18:22:17+00:00,2025-01-06T18:21:00+00:00,2025-01-09T18:21:00+00:00,Fully lost water
892a8d9a213ffff,2025-01-09T18:22:51+00:00,2025-01-06T22:00:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892a8d9a213ffff,2025-01-09T18:23:02+00:00,2025-01-06T22:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9ac93ffff,2025-01-09T18:23:36+00:00,,2025-01-09T03:00:00+00:00,Fully lost water
892a8d9a26fffff,2025-01-09T18:23:39+00:00,2025-01-06T20:30:00+00:00,2025-01-09T00:10:00+00:00,Fully lost water
892aab6e95bffff,2025-01-09T18:23:40+00:00,,,"Not at all, flow was normal"
892aab6590fffff,2025-01-09T18:25:16+00:00,2025-01-06T22:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9a3dbffff,2025-01-09T18:26:21+00:00,2025-01-06T20:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9ac97ffff,2025-01-09T18:27:05+00:00,2025-01-07T05:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a203ffff,2025-01-09T18:27:49+00:00,2025-01-06T23:00:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9a36fffff,2025-01-09T18:27:51+00:00,2025-01-06T21:27:00+00:00,2025-01-08T14:27:00+00:00,Fully lost water
892a8d980d7ffff,2025-01-09T18:28:58+00:00,2025-01-07T01:00:00+00:00,2025-01-08T17:30:00+00:00,Fully lost water
892a8d9134bffff,2025-01-09T18:29:15+00:00,2025-01-07T01:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9a433ffff,2025-01-09T18:29:27+00:00,2025-01-07T02:30:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9ac43ffff,2025-01-09T18:30:04+00:00,,,"Not at all, flow was normal"
892aab65c67ffff,2025-01-09T18:30:14+00:00,,,"Not at all, flow was normal"
892a8d9a2c7ffff,2025-01-09T18:30:29+00:00,2025-01-06T21:15:00+00:00,2025-01-09T01:30:00+00:00,Fully lost water
892a8d9ac47ffff,2025-01-09T18:31:31+00:00,,,"Not at all, flow was normal"
892a8d9acc3ffff,2025-01-09T18:32:23+00:00,2025-01-06T22:03:00+00:00,2025-01-08T13:00:00+00:00,Down to just a trickle
892a8d9a2c7ffff,2025-01-09T18:32:35+00:00,2025-01-06T21:30:00+00:00,2025-01-09T18:00:00+00:00,Fully lost water
892a8d9a447ffff,2025-01-09T18:32:42+00:00,2025-01-07T00:30:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9a393ffff,2025-01-09T18:33:41+00:00,2025-01-07T10:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d83493ffff,2025-01-09T18:34:00+00:00,2025-01-07T13:32:00+00:00,2025-01-09T04:33:00+00:00,Fully lost water
892a8d983cfffff,2025-01-09T18:35:15+00:00,2025-01-06T18:34:00+00:00,2025-01-08T13:34:00+00:00,Fully lost water
892aab6e8cfffff,2025-01-09T18:35:24+00:00,,,"Not at all, flow was normal"
892aab6ea77ffff,2025-01-09T18:36:18+00:00,,,"Not at all, flow was normal"
892a8d98063ffff,2025-01-09T18:37:18+00:00,2025-01-07T12:36:00+00:00,2025-01-07T20:36:00+00:00,Fully lost water
892a8d9a137ffff,2025-01-09T18:37:28+00:00,2025-01-07T22:00:00+00:00,2025-01-08T18:36:00+00:00,Fully lost water
892a8d9a163ffff,2025-01-09T18:38:09+00:00,2025-01-06T21:30:00+00:00,,Fully lost water
892a8d9a50fffff,2025-01-09T18:40:07+00:00,2025-01-07T18:38:00+00:00,2025-01-09T14:00:00+00:00,Water pressure was reduced
892a8d9a4afffff,2025-01-09T18:40:42+00:00,2025-01-07T02:00:00+00:00,2025-01-09T03:00:00+00:00,Fully lost water
892a8d9a217ffff,2025-01-09T18:40:53+00:00,2025-01-06T21:00:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9b187ffff,2025-01-09T18:44:05+00:00,2025-01-06T19:44:00+00:00,2025-01-08T17:43:00+00:00,Fully lost water
892a8d9a157ffff,2025-01-09T18:44:16+00:00,2025-01-07T18:43:00+00:00,2025-01-08T18:44:00+00:00,Fully lost water
892aab6e867ffff,2025-01-09T18:44:17+00:00,,,"Not at all, flow was normal"
892a8d9126fffff,2025-01-09T18:44:29+00:00,2025-01-06T18:43:00+00:00,2025-01-09T13:43:00+00:00,Fully lost water
892a8d9ac97ffff,2025-01-09T18:46:46+00:00,2025-01-07T05:00:00+00:00,2025-01-08T20:15:00+00:00,Fully lost water
892a8d9856bffff,2025-01-09T18:47:45+00:00,2025-01-06T21:30:00+00:00,2025-01-08T15:30:00+00:00,Fully lost water
892a8d9a093ffff,2025-01-09T18:47:51+00:00,2025-01-07T15:00:00+00:00,2025-01-08T18:00:00+00:00,Down to just a trickle
892a8d9a313ffff,2025-01-09T18:48:37+00:00,2025-01-06T21:45:00+00:00,2025-01-09T00:48:00+00:00,Fully lost water
892a8d9a6c7ffff,2025-01-09T18:49:23+00:00,,2025-01-08T22:49:00+00:00,Fully lost water
892a8d9a2c7ffff,2025-01-09T18:49:32+00:00,2025-01-06T20:00:00+00:00,2025-01-09T13:30:00+00:00,Fully lost water
892a8d9a217ffff,2025-01-09T18:49:34+00:00,2025-01-06T18:48:00+00:00,2025-01-09T06:48:00+00:00,Fully lost water
892aab6c387ffff,2025-01-09T18:49:42+00:00,,,"Not at all, flow was normal"
892a8d9a44fffff,2025-01-09T18:50:44+00:00,2025-01-06T22:00:00+00:00,2025-01-09T17:00:00+00:00,Fully lost water
892a8d9acd7ffff,2025-01-09T18:50:49+00:00,,,Fully lost water
892aab6c103ffff,2025-01-09T18:51:16+00:00,,,"Not at all, flow was normal"
892a8d992b7ffff,2025-01-09T18:51:31+00:00,,,"Not at all, flow was normal"
892a8d9a86bffff,2025-01-09T18:52:32+00:00,2025-01-08T00:50:00+00:00,2025-01-08T12:40:00+00:00,Water pressure was reduced
892a8d9b6afffff,2025-01-09T18:52:36+00:00,2025-01-06T22:52:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892aab64ea7ffff,2025-01-09T18:53:59+00:00,2025-01-07T19:00:00+00:00,2025-01-08T17:00:00+00:00,Water pressure was reduced
892aab64133ffff,2025-01-09T18:54:06+00:00,2025-01-06T18:53:00+00:00,2025-01-09T06:53:00+00:00,Down to just a trickle
892a8d9a387ffff,2025-01-09T18:54:50+00:00,2025-01-06T18:54:00+00:00,,Fully lost water
892a8d9a3cbffff,2025-01-09T18:54:52+00:00,,2025-01-09T18:53:00+00:00,Fully lost water
892a8d9a223ffff,2025-01-09T18:55:59+00:00,2025-01-06T18:55:00+00:00,2025-01-08T22:32:00+00:00,Fully lost water
892a8d98293ffff,2025-01-09T18:56:14+00:00,,,Water pressure was reduced
892a8d98573ffff,2025-01-09T18:57:33+00:00,2025-01-06T18:55:00+00:00,2025-01-08T18:55:00+00:00,Fully lost water
892a8d98563ffff,2025-01-09T18:57:58+00:00,2025-01-06T23:30:00+00:00,2025-01-08T13:57:00+00:00,Fully lost water
892a8d9a167ffff,2025-01-09T18:58:26+00:00,2025-01-07T20:00:00+00:00,2025-01-08T08:00:00+00:00,Down to just a trickle
892aab65967ffff,2025-01-09T18:59:48+00:00,2025-01-06T22:30:00+00:00,2025-01-08T18:30:00+00:00,Fully lost water
892a8d9ac53ffff,2025-01-09T19:00:06+00:00,2025-01-07T18:59:00+00:00,2025-01-08T18:59:00+00:00,Water pressure was reduced
892a8d98567ffff,2025-01-09T19:01:35+00:00,2025-01-07T04:00:00+00:00,2025-01-08T16:00:00+00:00,Down to just a trickle
892a8d9a3cfffff,2025-01-09T19:02:33+00:00,2025-01-06T21:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9913bffff,2025-01-09T19:02:33+00:00,,,"Not at all, flow was normal"
892a8d9a44fffff,2025-01-09T19:02:42+00:00,2025-01-07T07:01:00+00:00,2025-01-08T23:01:00+00:00,Fully lost water
892a8d992bbffff,2025-01-09T19:04:06+00:00,2025-01-06T19:03:00+00:00,2025-01-09T19:03:00+00:00,Water pressure was reduced
892a8d99a63ffff,2025-01-09T19:04:17+00:00,,,"Not at all, flow was normal"
892a8d98183ffff,2025-01-09T19:04:23+00:00,2025-01-06T23:00:00+00:00,2025-01-08T05:00:00+00:00,Fully lost water
892a8d9a27bffff,2025-01-09T19:04:57+00:00,2025-01-06T23:04:00+00:00,,Fully lost water
892a8d9ac17ffff,2025-01-09T19:05:57+00:00,2025-01-07T01:00:00+00:00,2025-01-09T19:05:00+00:00,Fully lost water
892aab6c10fffff,2025-01-09T19:06:43+00:00,,,"Not at all, flow was normal"
892a8d9a22fffff,2025-01-09T19:07:16+00:00,2025-01-06T21:30:00+00:00,2025-01-09T07:00:00+00:00,Fully lost water
892a8d9b137ffff,2025-01-09T19:08:00+00:00,2025-01-07T01:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a15bffff,2025-01-09T19:08:09+00:00,2025-01-07T00:06:00+00:00,2025-01-09T00:07:00+00:00,Fully lost water
892a8d9a20bffff,2025-01-09T19:08:10+00:00,2025-01-06T21:00:00+00:00,2025-01-08T20:08:00+00:00,Fully lost water
892a8d9a393ffff,2025-01-09T19:08:46+00:00,2025-01-07T19:08:00+00:00,2025-01-09T19:08:00+00:00,Fully lost water
892a8d9a3abffff,2025-01-09T19:11:26+00:00,2025-01-06T23:15:00+00:00,2025-01-08T21:00:00+00:00,Down to just a trickle
892a8d98053ffff,2025-01-09T19:11:32+00:00,2025-01-07T05:00:00+00:00,2025-01-08T11:00:00+00:00,Water pressure was reduced
892a8d9a257ffff,2025-01-09T19:11:56+00:00,2025-01-06T21:30:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d9accbffff,2025-01-09T19:18:27+00:00,,,"Not at all, flow was normal"
892a8d9a303ffff,2025-01-09T19:19:16+00:00,2025-01-06T22:18:00+00:00,2025-01-09T13:19:00+00:00,Down to just a trickle
892a8d9a29bffff,2025-01-09T19:20:56+00:00,2025-01-06T21:06:00+00:00,2025-01-09T15:18:00+00:00,Fully lost water
892a8d9b603ffff,2025-01-09T19:21:23+00:00,,,Water pressure was reduced
892a8d91263ffff,2025-01-09T19:21:45+00:00,2025-01-06T19:21:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a213ffff,2025-01-09T19:22:16+00:00,2025-01-06T20:50:00+00:00,2025-01-08T20:27:00+00:00,Fully lost water
892a8d9a36fffff,2025-01-09T19:22:50+00:00,2025-01-06T22:00:00+00:00,2025-01-07T23:30:00+00:00,Down to just a trickle
892a8d9a897ffff,2025-01-09T19:24:15+00:00,2025-01-07T19:23:00+00:00,2025-01-07T19:23:00+00:00,Water pressure was reduced
892a8d9a14fffff,2025-01-09T19:24:58+00:00,2025-01-07T00:00:00+00:00,2025-01-09T00:30:00+00:00,Fully lost water
892aab6ce93ffff,2025-01-09T19:26:35+00:00,,,"Not at all, flow was normal"
892a8d9a22bffff,2025-01-09T19:27:29+00:00,2025-01-06T19:27:00+00:00,2025-01-09T07:27:00+00:00,Fully lost water
892a8d9b18bffff,2025-01-09T19:27:36+00:00,2025-01-06T19:27:00+00:00,,Fully lost water
892a8d9aea3ffff,2025-01-09T19:28:00+00:00,2025-01-07T10:27:00+00:00,2025-01-08T13:26:00+00:00,Water pressure was reduced
892a8d9b187ffff,2025-01-09T19:29:45+00:00,2025-01-06T20:30:00+00:00,,Fully lost water
892aab6591bffff,2025-01-09T19:30:10+00:00,2025-01-06T22:29:00+00:00,2025-01-08T19:29:00+00:00,Fully lost water
892a8d980c3ffff,2025-01-09T19:30:11+00:00,2025-01-07T15:00:00+00:00,2025-01-09T17:00:00+00:00,Down to just a trickle
892a8d9a077ffff,2025-01-09T19:31:15+00:00,2025-01-06T10:00:00+00:00,2025-01-09T20:29:00+00:00,Fully lost water
892a8d91cd7ffff,2025-01-09T19:36:08+00:00,2025-01-06T13:35:00+00:00,2025-01-09T19:35:00+00:00,Fully lost water
892a8d9b673ffff,2025-01-09T19:36:38+00:00,,,"Not at all, flow was normal"
892a8d9b573ffff,2025-01-09T19:36:55+00:00,2025-01-07T01:00:00+00:00,2025-01-08T06:30:00+00:00,Fully lost water
892a8d9a203ffff,2025-01-09T19:37:08+00:00,2025-01-06T20:30:00+00:00,2025-01-09T10:00:00+00:00,Fully lost water
892a8d9a06fffff,2025-01-09T19:37:15+00:00,2025-01-06T19:37:00+00:00,2025-01-09T19:37:00+00:00,Fully lost water
892a8d9b1d3ffff,2025-01-09T19:37:39+00:00,2025-01-06T20:30:00+00:00,2025-01-08T11:45:00+00:00,Down to just a trickle
892a8d9ae0bffff,2025-01-09T19:38:43+00:00,2025-01-07T23:30:00+00:00,2025-01-08T11:00:00+00:00,Fully lost water
892a8d9933bffff,2025-01-09T19:41:40+00:00,,,"Not at all, flow was normal"
892a8d91267ffff,2025-01-09T19:41:49+00:00,2025-01-07T01:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892aab65a4bffff,2025-01-09T19:44:13+00:00,,,"Not at all, flow was normal"
892a8d9b687ffff,2025-01-09T19:44:17+00:00,2025-01-06T21:00:00+00:00,,"Not at all, flow was normal"
892a8d9a207ffff,2025-01-09T19:44:44+00:00,2025-01-06T18:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9b0dbffff,2025-01-09T19:44:58+00:00,,,"Not at all, flow was normal"
892a8d9800fffff,2025-01-09T19:45:07+00:00,2025-01-06T22:00:00+00:00,2025-01-09T15:00:00+00:00,Down to just a trickle
892a8d9acc7ffff,2025-01-09T19:45:23+00:00,2025-01-06T21:44:00+00:00,2025-01-09T15:44:00+00:00,Fully lost water
892aab6ce0bffff,2025-01-09T19:46:05+00:00,,,"Not at all, flow was normal"
892a8d9a223ffff,2025-01-09T19:46:40+00:00,2025-01-06T19:46:00+00:00,2025-01-09T18:46:00+00:00,Fully lost water
892a8d9a27bffff,2025-01-09T19:47:16+00:00,2025-01-06T19:46:00+00:00,2025-01-09T07:46:00+00:00,Fully lost water
892a8d91343ffff,2025-01-09T19:47:30+00:00,2025-01-06T19:46:00+00:00,2025-01-08T19:46:00+00:00,Fully lost water
892a8d9a383ffff,2025-01-09T19:47:38+00:00,2025-01-05T19:47:00+00:00,2025-01-09T19:47:00+00:00,Down to just a trickle
892a8d9122bffff,2025-01-09T19:47:47+00:00,2025-01-05T19:47:00+00:00,2025-01-08T19:47:00+00:00,Fully lost water
892aab6e86fffff,2025-01-09T19:49:31+00:00,,,"Not at all, flow was normal"
892aab6eb53ffff,2025-01-09T19:51:40+00:00,,,"Not at all, flow was normal"
892a8d9a22fffff,2025-01-09T19:52:34+00:00,2025-01-06T19:30:00+00:00,2025-01-09T16:15:00+00:00,Fully lost water
892a8d9a52fffff,2025-01-09T19:56:30+00:00,2025-01-06T19:55:00+00:00,2025-01-08T19:56:00+00:00,Fully lost water
892a8d91ec3ffff,2025-01-09T19:56:42+00:00,2025-01-06T19:56:00+00:00,,Fully lost water
